epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,4360,1.5401,1.38679,1.72505,0.81439,0.76655,0.83961,0.43944,1.62464,1.08526,1.82212,0.001307,0.001307,0.001307
44,4460.6,1.53249,1.39844,1.71628,0.86187,0.75436,0.84952,0.44202,1.60252,1.09514,1.78477,0.0012905,0.0012905,0.0012905
45,4560.46,1.52162,1.36851,1.70452,0.86553,0.74913,0.84886,0.44259,1.61207,1.07585,1.79675,0.001274,0.001274,0.001274
46,4660.78,1.51778,1.35389,1.69634,0.83414,0.76829,0.84776,0.45145,1.58987,1.08988,1.78366,0.0012575,0.0012575,0.0012575
47,4761.18,1.50996,1.35681,1.69014,0.8465,0.77821,0.85741,0.46172,1.55507,1.02156,1.73811,0.001241,0.001241,0.001241
48,4860.98,1.49638,1.33465,1.67763,0.83467,0.78571,0.86875,0.45771,1.58572,1.00235,1.75491,0.0012245,0.0012245,0.0012245
49,4961.07,1.49027,1.31252,1.67826,0.87798,0.75087,0.85664,0.45837,1.56694,1.02737,1.74574,0.001208,0.001208,0.001208
50,5061.64,1.48783,1.27743,1.66016,0.86687,0.79411,0.8713,0.46305,1.59167,0.99104,1.76484,0.0011915,0.0011915,0.0011915
51,5162.45,1.48231,1.26771,1.6715,0.85304,0.79094,0.86304,0.46384,1.56166,0.9943,1.75274,0.001175,0.001175,0.001175
52,5262.11,1.4713,1.25147,1.65587,0.87533,0.76655,0.86766,0.47697,1.54174,1.00262,1.73257,0.0011585,0.0011585,0.0011585
53,5362.84,1.46197,1.26237,1.65624,0.88324,0.80836,0.88322,0.4839,1.51059,0.97514,1.70885,0.001142,0.001142,0.001142
54,5463.97,1.45348,1.22797,1.64613,0.87079,0.79443,0.87229,0.46701,1.54572,0.97373,1.72746,0.0011255,0.0011255,0.0011255
55,5564.99,1.45263,1.21881,1.64125,0.8678,0.77768,0.88046,0.48583,1.51947,0.97925,1.69831,0.001109,0.001109,0.001109
56,5666.48,1.44383,1.20952,1.63003,0.91976,0.777,0.89372,0.50101,1.48898,0.91402,1.68819,0.0010925,0.0010925,0.0010925
57,5767.61,1.42899,1.22063,1.63115,0.8907,0.79502,0.89211,0.49766,1.53103,0.92955,1.69704,0.001076,0.001076,0.001076
58,5867.91,1.40913,1.17657,1.60448,0.88519,0.80139,0.87782,0.49125,1.50048,0.92434,1.67966,0.0010595,0.0010595,0.0010595
59,5968.53,1.41139,1.15342,1.60264,0.88676,0.83101,0.89918,0.49829,1.51921,0.9005,1.70179,0.001043,0.001043,0.001043
60,6069,1.41266,1.17318,1.61271,0.91304,0.8231,0.90023,0.49983,1.5009,0.89208,1.68319,0.0010265,0.0010265,0.0010265
61,6169.56,1.39968,1.13061,1.58718,0.91237,0.83434,0.90409,0.50279,1.5124,0.87619,1.66932,0.00101,0.00101,0.00101
62,6270.03,1.38795,1.12336,1.57964,0.89451,0.87631,0.91598,0.5088,1.50769,0.86611,1.67437,0.0009935,0.0009935,0.0009935
63,6370.42,1.38817,1.12861,1.57952,0.91341,0.82927,0.90481,0.50704,1.49506,0.87225,1.66333,0.000977,0.000977,0.000977
64,6470.91,1.38147,1.11803,1.56857,0.88827,0.83101,0.90444,0.51578,1.47572,0.84516,1.61765,0.0009605,0.0009605,0.0009605
65,6571.45,1.35088,1.09491,1.55414,0.92082,0.83449,0.90733,0.50977,1.49194,0.83548,1.64832,0.000944,0.000944,0.000944
66,6671.83,1.35707,1.07971,1.54811,0.91585,0.84146,0.90951,0.51967,1.4743,0.8321,1.61729,0.0009275,0.0009275,0.0009275
67,6772.52,1.33651,1.05627,1.5392,0.90357,0.84888,0.91414,0.5169,1.45747,0.82723,1.62201,0.000911,0.000911,0.000911
68,6872.52,1.35234,1.07424,1.55424,0.91341,0.83972,0.91103,0.5214,1.47301,0.84236,1.63385,0.0008945,0.0008945,0.0008945
69,6972.57,1.31112,1.02886,1.51664,0.90536,0.84996,0.91535,0.51903,1.46437,0.81425,1.62169,0.000878,0.000878,0.000878
70,7072.55,1.32262,1.02159,1.52529,0.90917,0.85447,0.92247,0.52475,1.47284,0.78421,1.61181,0.0008615,0.0008615,0.0008615
71,7173,1.32782,1.01433,1.51708,0.91602,0.84843,0.92302,0.53703,1.44355,0.81012,1.59996,0.000845,0.000845,0.000845
72,7273.66,1.2953,1.00218,1.49834,0.92229,0.86838,0.9262,0.54096,1.43124,0.78218,1.58274,0.0008285,0.0008285,0.0008285
73,7374,1.30007,0.99233,1.50739,0.92414,0.84321,0.92117,0.53267,1.45017,0.78351,1.60369,0.000812,0.000812,0.000812
74,7474.33,1.28517,0.99149,1.48787,0.92019,0.86368,0.93507,0.54901,1.42521,0.75766,1.58315,0.0007955,0.0007955,0.0007955
75,7574.89,1.27331,0.97549,1.48337,0.91921,0.87108,0.93516,0.54238,1.42321,0.7584,1.58257,0.000779,0.000779,0.000779
76,7675.31,1.26399,0.9544,1.4707,0.93745,0.83972,0.93268,0.54599,1.43074,0.73947,1.5807,0.0007625,0.0007625,0.0007625
77,7775.27,1.26605,0.94174,1.47193,0.92262,0.87247,0.94564,0.55358,1.41631,0.73403,1.56958,0.000746,0.000746,0.000746
78,7875.47,1.25936,0.95289,1.45958,0.94309,0.86613,0.94179,0.5528,1.40708,0.7362,1.55602,0.0007295,0.0007295,0.0007295
79,7976.01,1.24549,0.93591,1.46346,0.90897,0.88718,0.94009,0.5497,1.43036,0.73283,1.58361,0.000713,0.000713,0.000713
80,8076.22,1.25708,0.94004,1.47155,0.91507,0.88228,0.94484,0.55136,1.42108,0.7316,1.5731,0.0006965,0.0006965,0.0006965
81,8176.59,1.23142,0.91837,1.44266,0.92314,0.89971,0.94066,0.54957,1.41694,0.70632,1.57527,0.00068,0.00068,0.00068
82,8277.36,1.225,0.90384,1.43614,0.9315,0.88502,0.93492,0.55021,1.40821,0.70383,1.54868,0.0006635,0.0006635,0.0006635
83,8377.79,1.23376,0.90932,1.44294,0.91325,0.89864,0.93998,0.56526,1.38511,0.68857,1.54124,0.000647,0.000647,0.000647
84,8478.68,1.21305,0.89474,1.42564,0.94721,0.87531,0.94767,0.56551,1.39569,0.69564,1.53988,0.0006305,0.0006305,0.0006305
85,8579.12,1.2029,0.89494,1.42645,0.91917,0.90767,0.94653,0.56209,1.39811,0.68952,1.5464,0.000614,0.000614,0.000614
86,8679.5,1.19938,0.88968,1.42798,0.9333,0.89547,0.9494,0.57062,1.38445,0.68302,1.54868,0.0005975,0.0005975,0.0005975
87,8778.93,1.20525,0.86958,1.41965,0.93451,0.88502,0.94622,0.56728,1.39033,0.68355,1.54386,0.000581,0.000581,0.000581
