epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,5889.3,0.75603,0.44316,1.0955,0.97596,0.93634,0.9769,0.78323,0.77687,0.38654,1.08045,0.0008945,0.0008945,0.0008945
69,5974.42,0.7602,0.44989,1.09395,0.98593,0.93634,0.98055,0.77996,0.78533,0.39037,1.09277,0.000878,0.000878,0.000878
70,6059.49,0.7614,0.43778,1.08349,0.97862,0.93999,0.98183,0.7831,0.77254,0.38621,1.07993,0.0008615,0.0008615,0.0008615
71,6144.56,0.7736,0.44761,1.10008,0.98278,0.93729,0.97826,0.77896,0.78003,0.38942,1.0792,0.000845,0.000845,0.000845
72,6229.73,0.74193,0.43804,1.08319,0.98438,0.9384,0.97742,0.77473,0.77203,0.39811,1.08468,0.0008285,0.0008285,0.0008285
73,6315.06,0.75012,0.43554,1.0905,0.97909,0.93634,0.97658,0.7797,0.76481,0.38764,1.07315,0.000812,0.000812,0.000812
74,6400.38,0.74324,0.42939,1.08404,0.9838,0.93224,0.97852,0.78273,0.75869,0.38476,1.08497,0.0007955,0.0007955,0.0007955
75,6485.7,0.74002,0.43384,1.08337,0.98059,0.93369,0.97615,0.78204,0.75515,0.38404,1.07498,0.000779,0.000779,0.000779
76,6570.79,0.73857,0.42455,1.08199,0.97765,0.93429,0.97605,0.78393,0.75545,0.3828,1.06934,0.0007625,0.0007625,0.0007625
77,6656,0.75215,0.43349,1.07939,0.9785,0.93454,0.97556,0.79136,0.74972,0.37534,1.06639,0.000746,0.000746,0.000746
78,6741.88,0.73342,0.42599,1.08481,0.98278,0.93745,0.97581,0.78112,0.76753,0.38133,1.07972,0.0007295,0.0007295,0.0007295
79,6827.36,0.73502,0.41855,1.08064,0.98059,0.93359,0.97797,0.78222,0.76084,0.37843,1.07062,0.000713,0.000713,0.000713
80,6913.04,0.72508,0.41917,1.07898,0.97648,0.93793,0.97912,0.78668,0.75888,0.38003,1.07695,0.0006965,0.0006965,0.0006965
81,6998.14,0.71993,0.41005,1.07699,0.98199,0.93634,0.97683,0.78323,0.75639,0.37323,1.07648,0.00068,0.00068,0.00068
82,7083.77,0.7307,0.41513,1.08971,0.97597,0.9384,0.98152,0.78621,0.75581,0.37393,1.06754,0.0006635,0.0006635,0.0006635
83,7169.67,0.72297,0.41158,1.07022,0.98487,0.93429,0.98238,0.78989,0.76353,0.37031,1.08084,0.000647,0.000647,0.000647
84,7255.69,0.71695,0.40542,1.06944,0.98274,0.93511,0.97759,0.78844,0.75075,0.3743,1.06748,0.0006305,0.0006305,0.0006305
85,7340.88,0.7232,0.41711,1.07229,0.97473,0.9506,0.98079,0.78358,0.75556,0.36748,1.07716,0.000614,0.000614,0.000614
86,7426.09,0.71576,0.40533,1.06828,0.9785,0.93443,0.97637,0.78845,0.73444,0.36569,1.05861,0.0005975,0.0005975,0.0005975
87,7511.83,0.71014,0.40446,1.07308,0.98305,0.93634,0.98356,0.79147,0.75322,0.37154,1.07388,0.000581,0.000581,0.000581
88,7597.54,0.70807,0.40074,1.06886,0.98078,0.94304,0.98232,0.79423,0.74009,0.37302,1.06496,0.0005645,0.0005645,0.0005645
89,7683.13,0.71143,0.39752,1.06325,0.98287,0.9384,0.98032,0.79418,0.74166,0.36686,1.06588,0.000548,0.000548,0.000548
90,7768.53,0.69462,0.39962,1.06209,0.97525,0.9384,0.97812,0.79435,0.73596,0.35401,1.05971,0.0005315,0.0005315,0.0005315
